case_id,age_group,scam_type,contact_method,source_platform,requires_user_action,payment_method,urgency_level,loss_bucket,transaction_amount,is_scam
9245,30-49,Phishing,Social Media,Facebook,0,Card,Medium,2k-5k,2442.79,1
9246,30-49,E-commerce,Phone Call,Phone,1,E-wallet,Medium,<2k,594.34,1
9247,30-49,E-commerce,SMS,SMS,0,Bank Transfer,Low,<2k,712.18,1
9248,50-64,Phishing,Messaging,WhatsApp,1,Card,Medium,<2k,570.96,1
9249,50-64,Sexual Services,Social Media,TikTok,1,E-wallet,High,<2k,495.42,1
9250,30-49,Investment,Messaging,WhatsApp,1,Crypto,Medium,50k-100k,78057.64,1
9251,30-49,Fake Friend Call,Online Shopping Platform,Carousell,0,Bank Transfer,Low,<2k,764.74,1
9252,50-64,E-commerce,Phone Call,Phone,0,Card,Low,<2k,1962.58,1
9253,65+,Fake Friend Call,Phone Call,Phone,1,Bank Transfer,Medium,2k-5k,2783.44,1
9254,30-49,Job,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,89.45,1
9255,<20,Government Impersonation,Messaging,WhatsApp,1,Bank Transfer,High,100k+,155878.62,1
9256,30-49,Others,Dating App/Website,Dating Platform,0,Bank Transfer,Medium,50k-100k,81452.24,1
9257,<20,E-commerce,Messaging,Telegram,1,Card,Low,<2k,475.03,1
9258,30-49,Phishing,Messaging,WhatsApp,1,Card,Medium,10k-50k,21642.47,1
9259,50-64,Others,Phone Call,Phone,1,Bank Transfer,High,<2k,606.83,1
9260,50-64,Others,Messaging,Telegram,1,Bank Transfer,High,5k-10k,9134.34,1
9261,50-64,Phishing,Social Media,Facebook,1,Card,Medium,<2k,384.55,1
9262,65+,Job,Phone Call,Phone,1,Card,Medium,100k+,323491.22,1
9263,50-64,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,<2k,538.97,1
9264,30-49,Phishing,Messaging,Telegram,1,E-wallet,High,10k-50k,17221.94,1
9265,20-29,Investment,Social Media,Facebook,1,Bank Transfer,Medium,<2k,827.16,1
9266,30-49,Phishing,Social Media,Facebook,0,E-wallet,Medium,<2k,581.02,1
9267,65+,Phishing,Messaging,Telegram,0,E-wallet,Medium,50k-100k,54316.22,1
9268,50-64,Phishing,Social Media,Facebook,0,Card,Medium,<2k,1050.51,1
9269,65+,Phishing,Social Media,Facebook,0,Card,High,2k-5k,3100.78,1
9270,30-49,Sexual Services,Messaging,WhatsApp,1,E-wallet,Medium,<2k,173.94,1
9271,30-49,E-commerce,Social Media,TikTok,1,Bank Transfer,Medium,<2k,145.0,1
9272,20-29,Job,Social Media,Facebook,1,Bank Transfer,High,50k-100k,57358.22,1
9273,50-64,Phishing,Messaging,Other Messaging,0,Bank Transfer,Low,10k-50k,27392.28,1
9274,50-64,Phishing,Phone Call,Phone,1,Card,High,50k-100k,51167.82,1
9275,50-64,Government Impersonation,Phone Call,Phone,1,Card,High,100k+,199903.42,1
9276,30-49,Phishing,Social Media,Facebook,1,Bank Transfer,Medium,50k-100k,90470.8,1
9277,20-29,E-commerce,Social Media,Facebook,1,E-wallet,Low,<2k,773.77,1
9278,30-49,Phishing,Messaging,Telegram,1,Bank Transfer,Medium,2k-5k,2150.25,1
9279,30-49,Internet Love,Social Media,Facebook,0,Bank Transfer,Medium,2k-5k,2327.15,1
9280,30-49,E-commerce,Social Media,Facebook,1,Bank Transfer,High,<2k,357.09,1
9281,50-64,Others,Phone Call,Phone,1,Bank Transfer,High,50k-100k,63389.31,1
9282,65+,Investment,Messaging,Telegram,1,Crypto,Medium,100k+,177907.06,1
9283,65+,Phishing,Social Media,Instagram,0,Card,Medium,<2k,424.98,1
9284,30-49,Phishing,Social Media,Facebook,1,Card,Medium,<2k,691.75,1
9285,30-49,Others,Phone Call,Phone,1,Crypto,Low,<2k,402.57,1
9286,30-49,Job,Phone Call,Phone,1,Card,Medium,<2k,1400.07,1
9287,50-64,Others,Social Media,Facebook,1,Bank Transfer,Medium,<2k,172.5,1
9288,50-64,Investment,Phone Call,Phone,1,Crypto,High,100k+,216773.98,1
9289,50-64,Sexual Services,Messaging,WhatsApp,1,Bank Transfer,High,10k-50k,13916.4,1
9290,30-49,E-commerce,Messaging,WhatsApp,0,Bank Transfer,Low,<2k,599.97,1
9291,50-64,E-commerce,Online Shopping Platform,Carousell,1,Card,Medium,<2k,531.28,1
9292,50-64,Investment,Messaging,Telegram,1,Bank Transfer,High,10k-50k,46160.32,1
9293,30-49,Insurance Services,Phone Call,Phone,1,Bank Transfer,Medium,<2k,1028.89,1
9294,50-64,E-commerce,Messaging,WhatsApp,1,Bank Transfer,Medium,2k-5k,2195.12,1
9295,50-64,Phishing,Phone Call,Phone,0,Bank Transfer,Medium,100k+,347453.87,1
9296,65+,Job,Online Shopping Platform,Carousell,1,Crypto,Medium,<2k,1457.61,1
9297,30-49,E-commerce,Online Shopping Platform,Other Shopping,0,E-wallet,Medium,<2k,518.28,1
9298,50-64,E-commerce,Social Media,Facebook,1,Bank Transfer,Medium,2k-5k,2065.95,1
9299,30-49,Investment,Messaging,Telegram,1,Bank Transfer,High,2k-5k,3558.71,1
9300,65+,Job,Messaging,Telegram,1,Bank Transfer,Medium,2k-5k,2941.69,1
9301,50-64,Loan,Messaging,Telegram,1,Bank Transfer,Medium,<2k,549.01,1
9302,20-29,E-commerce,Social Media,Facebook,0,Card,Medium,<2k,655.83,1
9303,50-64,Phishing,Social Media,Facebook,1,Bank Transfer,Low,2k-5k,4176.28,1
9304,<20,Sexual Services,Phone Call,Phone,1,Bank Transfer,Medium,<2k,943.24,1
9305,65+,Investment,Social Media,Other Social,1,Bank Transfer,Medium,100k+,163750.48,1
9306,50-64,Phishing,Social Media,Facebook,1,Card,High,10k-50k,24838.38,1
9307,30-49,E-commerce,Online Shopping Platform,Carousell,0,Bank Transfer,Low,<2k,180.34,1
9308,20-29,E-commerce,Messaging,Telegram,1,Card,Medium,<2k,595.53,1
9309,30-49,Phishing,SMS,SMS,1,Card,Medium,<2k,369.02,1
9310,20-29,Government Impersonation,Messaging,Telegram,1,Cash/Valuables,High,10k-50k,22892.44,1
9311,50-64,E-commerce,Social Media,TikTok,1,Bank Transfer,Medium,10k-50k,18251.02,1
9312,30-49,Investment,Social Media,Instagram,1,Crypto,Low,50k-100k,70768.8,1
9313,30-49,Phishing,Messaging,Other Messaging,1,Card,Medium,2k-5k,4330.02,1
9314,50-64,Insurance Services,Messaging,WhatsApp,1,Bank Transfer,High,5k-10k,8713.6,1
9315,50-64,Investment,Social Media,Facebook,1,Card,Low,<2k,687.31,1
9316,20-29,Government Impersonation,Phone Call,Phone,1,Cash/Valuables,Medium,100k+,209506.32,1
9317,20-29,Job,Social Media,TikTok,1,Crypto,Medium,10k-50k,18698.62,1
9318,65+,Government Impersonation,Messaging,Facebook Messenger,1,Bank Transfer,High,<2k,588.12,1
9319,65+,Phishing,Social Media,Instagram,1,Card,Medium,10k-50k,12086.69,1
9320,30-49,E-commerce,Social Media,TikTok,0,Bank Transfer,Low,<2k,66.64,1
9321,30-49,Government Impersonation,Phone Call,Phone,1,Cash/Valuables,High,<2k,1706.63,1
9322,30-49,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,50k-100k,83221.03,1
9323,20-29,Phishing,Phone Call,Phone,0,Bank Transfer,High,2k-5k,2391.34,1
9324,20-29,E-commerce,Messaging,WhatsApp,1,Bank Transfer,Low,<2k,206.81,1
9325,65+,Investment,Messaging,WhatsApp,1,Bank Transfer,High,2k-5k,4190.59,1
9326,50-64,Phishing,Social Media,Facebook,1,Card,Medium,<2k,980.85,1
9327,65+,Phishing,Social Media,Facebook,0,Card,Medium,2k-5k,3860.14,1
9328,65+,Investment,Messaging,Telegram,1,Bank Transfer,High,5k-10k,8781.26,1
9329,65+,Investment,Social Media,Other Social,1,Card,High,100k+,172659.49,1
9330,<20,E-commerce,Messaging,WhatsApp,1,E-wallet,Medium,<2k,206.28,1
9331,<20,E-commerce,Messaging,WhatsApp,1,Card,Low,2k-5k,2697.68,1
9332,30-49,Job,Messaging,WhatsApp,1,Crypto,High,<2k,1029.09,1
9333,20-29,Fake Friend Call,Other Website,Website,1,Bank Transfer,Medium,<2k,1623.26,1
9334,20-29,E-commerce,Phone Call,Phone,1,E-wallet,Medium,<2k,1315.88,1
9335,50-64,E-commerce,Messaging,WhatsApp,1,Bank Transfer,Medium,2k-5k,3365.65,1
9336,65+,Investment,Social Media,Facebook,1,Bank Transfer,High,100k+,217826.28,1
9337,<20,Internet Love,Other Website,Website,1,Bank Transfer,High,2k-5k,2997.1,1
9338,30-49,Investment,Messaging,Telegram,1,Bank Transfer,Low,10k-50k,23321.03,1
9339,30-49,Others,Messaging,WhatsApp,0,Bank Transfer,Medium,5k-10k,7645.86,1
9340,50-64,Investment,Phone Call,Phone,1,Bank Transfer,High,50k-100k,66804.16,1
9341,30-49,Job,Social Media,Other Social,1,Bank Transfer,Medium,<2k,649.21,1
9342,30-49,Investment,Social Media,Facebook,1,Crypto,Medium,<2k,702.59,1
9343,50-64,Insurance Services,Messaging,WhatsApp,1,Card,High,<2k,491.11,1
9344,30-49,Sexual Services,Messaging,WhatsApp,1,Bank Transfer,Low,<2k,741.42,1
9345,20-29,E-commerce,Social Media,Other Social,0,Bank Transfer,Low,<2k,767.13,1
9346,50-64,Government Impersonation,Messaging,WhatsApp,1,Bank Transfer,High,10k-50k,28814.67,1
9347,30-49,Phishing,Social Media,Instagram,0,Card,Medium,10k-50k,49059.74,1
9348,50-64,Phishing,Phone Call,Phone,0,Card,Medium,50k-100k,51519.42,1
9349,50-64,Phishing,Phone Call,Phone,1,Bank Transfer,High,10k-50k,11266.54,1
9350,50-64,Others,Email,Email,1,Bank Transfer,Medium,50k-100k,53314.79,1
9351,65+,Phishing,Social Media,Facebook,0,Card,Medium,50k-100k,63342.28,1
9352,65+,E-commerce,Online Shopping Platform,Carousell,1,Card,Low,<2k,715.78,1
9353,30-49,Fake Friend Call,Phone Call,Phone,1,Bank Transfer,Medium,<2k,992.8,1
9354,50-64,Others,Social Media,Facebook,1,Bank Transfer,Medium,2k-5k,2568.65,1
9355,30-49,Phishing,Messaging,WhatsApp,0,Card,High,<2k,186.16,1
9356,50-64,E-commerce,Social Media,Instagram,0,Card,Medium,<2k,840.09,1
9357,30-49,Phishing,Social Media,Facebook,1,Card,Low,<2k,1746.52,1
9358,65+,E-commerce,Messaging,Other Messaging,1,Bank Transfer,Low,<2k,357.57,1
9359,30-49,Investment,Other Website,Website,1,Bank Transfer,High,<2k,1243.95,1
9360,20-29,E-commerce,Dating App/Website,Dating Platform,1,Card,Low,<2k,1647.48,1
9361,50-64,Phishing,Social Media,Facebook,1,Card,High,<2k,188.56,1
9362,65+,E-commerce,Messaging,WhatsApp,1,Card,High,<2k,130.79,1
9363,<20,Fake Friend Call,Social Media,Instagram,1,Bank Transfer,Medium,<2k,1222.84,1
9364,65+,Phishing,Messaging,WhatsApp,0,E-wallet,Medium,<2k,201.46,1
9365,30-49,Phishing,Social Media,Facebook,0,Card,Medium,<2k,603.78,1
9366,20-29,Job,Messaging,WhatsApp,1,E-wallet,Medium,<2k,492.09,1
9367,30-49,Others,Social Media,Instagram,1,Card,Low,<2k,524.5,1
9368,30-49,Job,Social Media,TikTok,1,Card,Medium,<2k,894.62,1
9369,50-64,Others,Messaging,WhatsApp,1,Bank Transfer,Medium,10k-50k,20295.26,1
9370,65+,Phishing,Messaging,Facebook Messenger,0,Bank Transfer,High,10k-50k,11752.66,1
9371,<20,Insurance Services,Online Shopping Platform,Carousell,1,Card,High,2k-5k,2023.95,1
9372,30-49,Job,Messaging,WhatsApp,1,E-wallet,Medium,5k-10k,7009.5,1
9373,20-29,Investment,Social Media,Facebook,1,Bank Transfer,Medium,100k+,100091.51,1
9374,30-49,Others,Social Media,Facebook,1,Bank Transfer,Medium,10k-50k,19961.88,1
9375,30-49,Phishing,Social Media,TikTok,0,E-wallet,Low,5k-10k,9084.65,1
9376,30-49,E-commerce,Other Website,Website,1,Card,Low,<2k,246.14,1
9377,30-49,Insurance Services,Messaging,WhatsApp,1,Bank Transfer,Medium,2k-5k,3039.48,1
9378,30-49,E-commerce,Online Shopping Platform,Carousell,1,Card,Low,<2k,639.54,1
9379,20-29,Job,Messaging,Telegram,1,Bank Transfer,Low,10k-50k,13316.29,1
9380,<20,Government Impersonation,Phone Call,Phone,1,Card,High,<2k,275.52,1
9381,30-49,Phishing,Social Media,Facebook,1,Bank Transfer,Medium,10k-50k,30024.25,1
9382,50-64,Internet Love,Dating App/Website,Dating Platform,1,Crypto,High,2k-5k,4663.37,1
9383,30-49,Others,Social Media,Facebook,1,Card,Low,<2k,1397.62,1
9384,30-49,Investment,Messaging,Telegram,1,Crypto,Medium,100k+,158580.08,1
9385,20-29,Job,Phone Call,Phone,1,Bank Transfer,Low,5k-10k,6947.32,1
9386,30-49,Phishing,Social Media,Facebook,0,Bank Transfer,Medium,10k-50k,16177.59,1
9387,50-64,Job,Messaging,Telegram,1,Bank Transfer,High,50k-100k,59123.14,1
9388,50-64,E-commerce,Messaging,WhatsApp,1,Bank Transfer,High,<2k,506.59,1
9389,20-29,E-commerce,Online Shopping Platform,Carousell,0,Bank Transfer,Low,<2k,274.16,1
9390,30-49,Job,Social Media,TikTok,1,E-wallet,High,<2k,908.85,1
9391,30-49,E-commerce,Messaging,WhatsApp,1,Card,Medium,2k-5k,2028.19,1
9392,30-49,Loan,Messaging,WhatsApp,1,E-wallet,Medium,<2k,504.34,1
9393,50-64,Phishing,Social Media,Facebook,0,Card,Medium,2k-5k,2699.63,1
9394,65+,Phishing,Other Website,Website,0,E-wallet,High,<2k,534.33,1
9395,50-64,Others,Social Media,TikTok,1,Bank Transfer,Low,<2k,856.87,1
9396,65+,Investment,Messaging,Telegram,1,Bank Transfer,Medium,50k-100k,98699.6,1
9397,<20,Phishing,Phone Call,Phone,1,Card,High,<2k,195.71,1
9398,50-64,Fake Friend Call,Social Media,Facebook,1,Bank Transfer,High,2k-5k,4184.95,1
9399,<20,E-commerce,Messaging,WhatsApp,1,Card,Medium,<2k,507.19,1
9400,65+,Investment,Messaging,WhatsApp,1,Crypto,High,50k-100k,99397.87,1
9401,<20,Job,Phone Call,Phone,0,Bank Transfer,Medium,<2k,565.2,1
9402,30-49,E-commerce,Phone Call,Phone,1,Card,Medium,<2k,824.27,1
9403,30-49,Job,Messaging,Facebook Messenger,1,Card,Medium,10k-50k,22853.35,1
9404,<20,Others,Social Media,Instagram,1,Bank Transfer,Low,<2k,251.89,1
9405,30-49,E-commerce,Social Media,TikTok,1,Bank Transfer,Low,2k-5k,3414.02,1
9406,30-49,Loan,Social Media,Facebook,1,Bank Transfer,Medium,<2k,68.66,1
9407,50-64,Insurance Services,Phone Call,Phone,1,Bank Transfer,Medium,5k-10k,8185.07,1
9408,65+,Government Impersonation,Messaging,WhatsApp,1,Bank Transfer,Low,10k-50k,39661.48,1
9409,65+,Phishing,Social Media,TikTok,1,Card,Low,<2k,225.42,1
9410,65+,Phishing,Messaging,Telegram,1,Card,High,10k-50k,27451.75,1
9411,30-49,Insurance Services,Social Media,TikTok,1,Bank Transfer,High,<2k,593.92,1
9412,50-64,Investment,Messaging,WhatsApp,1,Card,High,10k-50k,12574.54,1
9413,65+,Investment,Social Media,Facebook,1,Crypto,High,10k-50k,25861.95,1
9414,50-64,Insurance Services,Messaging,Telegram,1,Bank Transfer,Low,<2k,569.17,1
9415,65+,Phishing,Messaging,WhatsApp,1,Card,Medium,5k-10k,5978.89,1
9416,30-49,Investment,Messaging,Telegram,1,Card,High,<2k,945.34,1
9417,30-49,E-commerce,Messaging,WhatsApp,0,Bank Transfer,Low,<2k,477.08,1
9418,65+,Job,Messaging,WhatsApp,0,Card,Medium,<2k,193.65,1
9419,50-64,Phishing,Social Media,TikTok,0,Card,Medium,<2k,246.5,1
9420,20-29,E-commerce,Messaging,Telegram,1,Bank Transfer,Medium,<2k,1584.73,1
9421,50-64,Phishing,Social Media,Facebook,1,E-wallet,Medium,<2k,133.37,1
9422,65+,Others,Classified Ads,Classifieds,1,Bank Transfer,High,<2k,747.96,1
9423,30-49,Others,Messaging,WhatsApp,1,Bank Transfer,Medium,5k-10k,8996.12,1
9424,<20,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,High,<2k,467.51,1
9425,20-29,Job,Social Media,TikTok,1,Bank Transfer,Low,2k-5k,2031.87,1
9426,<20,Phishing,Other Website,Website,1,Card,Low,<2k,226.79,1
9427,65+,Job,Social Media,Facebook,1,Card,Medium,5k-10k,8237.38,1
9428,65+,Government Impersonation,Messaging,WhatsApp,1,Cash/Valuables,High,<2k,636.75,1
9429,65+,Investment,Online Shopping Platform,Facebook Marketplace,1,Bank Transfer,High,50k-100k,71686.21,1
9430,20-29,E-commerce,Messaging,Telegram,1,Bank Transfer,Low,<2k,356.1,1
9431,50-64,Investment,Social Media,TikTok,1,Crypto,High,100k+,148074.23,1
9432,20-29,E-commerce,Messaging,WhatsApp,0,Card,Low,<2k,219.39,1
9433,50-64,E-commerce,Phone Call,Phone,1,Card,Medium,<2k,119.09,1
9434,30-49,Loan,Social Media,Facebook,0,E-wallet,Medium,<2k,352.17,1
9435,50-64,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Low,2k-5k,3193.73,1
9436,20-29,Others,Messaging,WhatsApp,1,Bank Transfer,Low,<2k,734.5,1
9437,65+,E-commerce,Social Media,Instagram,0,Card,Medium,<2k,208.13,1
9438,30-49,Investment,Messaging,Facebook Messenger,1,Bank Transfer,High,2k-5k,3386.36,1
9439,20-29,Investment,Messaging,WhatsApp,1,Crypto,Medium,5k-10k,6354.22,1
9440,20-29,E-commerce,Email,Email,0,Bank Transfer,Low,<2k,723.87,1
9441,50-64,Others,Phone Call,Phone,0,Bank Transfer,Medium,5k-10k,7788.25,1
9442,30-49,Government Impersonation,Messaging,WhatsApp,1,Bank Transfer,High,100k+,166104.19,1
9443,30-49,Fake Friend Call,Phone Call,Phone,1,Bank Transfer,Low,<2k,300.6,1
9444,30-49,Loan,Messaging,WhatsApp,1,E-wallet,High,<2k,352.82,1
9445,20-29,E-commerce,Messaging,WhatsApp,1,Bank Transfer,Low,<2k,475.48,1
9446,20-29,Phishing,Social Media,Instagram,0,Bank Transfer,High,2k-5k,4155.71,1
9447,30-49,Others,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,341.8,1
9448,50-64,Phishing,Social Media,Other Social,1,E-wallet,Low,<2k,886.66,1
9449,65+,Others,Messaging,WhatsApp,1,Bank Transfer,Medium,2k-5k,3686.66,1
9450,30-49,E-commerce,Social Media,Facebook,1,Card,Low,2k-5k,4817.77,1
9451,30-49,E-commerce,Phone Call,Phone,0,Bank Transfer,High,<2k,778.64,1
9452,30-49,Internet Love,Social Media,Facebook,1,Cash/Valuables,High,<2k,1742.87,1
9453,65+,Phishing,Phone Call,Phone,1,Card,Low,<2k,204.77,1
9454,65+,Government Impersonation,Phone Call,Phone,1,Cash/Valuables,High,2k-5k,4574.04,1
9455,65+,Government Impersonation,Other Website,Website,1,Bank Transfer,Low,10k-50k,38068.56,1
9456,50-64,Job,Other Website,Website,1,Bank Transfer,High,10k-50k,14873.12,1
9457,30-49,E-commerce,Phone Call,Phone,1,Card,Medium,<2k,50.0,1
9458,50-64,Phishing,Online Shopping Platform,Carousell,0,E-wallet,Medium,2k-5k,3211.7,1
9459,30-49,Investment,Messaging,Telegram,1,Crypto,Medium,<2k,80.08,1
9460,<20,Government Impersonation,Social Media,Other Social,1,Cash/Valuables,High,10k-50k,33862.66,1
9461,65+,Phishing,Phone Call,Phone,0,Bank Transfer,Medium,2k-5k,4611.41,1
9462,30-49,Phishing,Phone Call,Phone,0,Card,Medium,<2k,641.46,1
9463,50-64,Fake Friend Call,Messaging,Telegram,1,PayNow/Transfer,Low,<2k,505.56,1
9464,30-49,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Low,10k-50k,17438.27,1
9465,30-49,Job,Social Media,Facebook,0,E-wallet,Medium,50k-100k,68905.47,1
9466,50-64,Others,Other Website,Website,1,Card,Medium,5k-10k,6218.33,1
9467,30-49,Others,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,1237.83,1
9468,50-64,E-commerce,Online Shopping Platform,Facebook Marketplace,1,Card,High,2k-5k,2067.68,1
9469,20-29,Government Impersonation,Phone Call,Phone,1,Bank Transfer,Medium,2k-5k,3451.27,1
9470,65+,Investment,Messaging,WhatsApp,1,Card,Medium,2k-5k,3636.88,1
9471,50-64,Others,Online Shopping Platform,Carousell,1,E-wallet,High,<2k,303.65,1
9472,30-49,Phishing,Email,Email,0,Bank Transfer,Medium,2k-5k,4814.54,1
9473,30-49,Phishing,Social Media,Instagram,0,Card,High,5k-10k,5768.81,1
9474,20-29,E-commerce,Dating App/Website,Dating Platform,0,Bank Transfer,Low,<2k,1395.18,1
9475,65+,Phishing,Social Media,Facebook,1,Card,Low,<2k,484.99,1
9476,65+,Government Impersonation,Phone Call,Phone,1,Cash/Valuables,High,10k-50k,20131.24,1
9477,30-49,Investment,Messaging,Telegram,1,Bank Transfer,Low,100k+,163381.19,1
9478,50-64,Phishing,Social Media,TikTok,0,Card,Medium,2k-5k,2110.72,1
9479,50-64,Investment,Phone Call,Phone,1,Crypto,Medium,100k+,139380.34,1
9480,30-49,E-commerce,Online Shopping Platform,Carousell,0,Card,Medium,<2k,328.05,1
9481,50-64,Investment,Social Media,Other Social,1,Bank Transfer,High,10k-50k,24661.39,1
9482,20-29,E-commerce,Social Media,Instagram,0,Card,Low,<2k,698.5,1
9483,20-29,E-commerce,Social Media,TikTok,0,Card,Low,<2k,172.3,1
9484,30-49,Phishing,Classified Ads,Classifieds,0,Card,Low,<2k,354.37,1
9485,20-29,Investment,Messaging,WhatsApp,1,Bank Transfer,Medium,10k-50k,33748.64,1
9486,20-29,Investment,Social Media,Instagram,0,Crypto,High,10k-50k,14285.8,1
9487,65+,E-commerce,Online Shopping Platform,Carousell,0,E-wallet,Medium,<2k,386.46,1
9488,65+,E-commerce,Other Website,Website,1,E-wallet,Low,10k-50k,11699.04,1
9489,20-29,E-commerce,Messaging,WhatsApp,1,Bank Transfer,Low,<2k,245.75,1
9490,30-49,Phishing,Social Media,Facebook,1,Card,Medium,50k-100k,99116.02,1
9491,30-49,Job,Social Media,Facebook,1,Bank Transfer,Low,<2k,123.48,1
9492,50-64,Phishing,Social Media,Facebook,0,Bank Transfer,Low,10k-50k,42856.39,1
9493,30-49,Investment,Messaging,Telegram,1,Crypto,Medium,100k+,135228.79,1
9494,20-29,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Low,<2k,281.7,1
9495,30-49,Phishing,Phone Call,Phone,1,Card,Medium,<2k,571.64,1
9496,50-64,Phishing,Messaging,WhatsApp,0,Card,Medium,2k-5k,4980.03,1
9497,65+,Investment,Phone Call,Phone,1,Bank Transfer,Medium,5k-10k,7618.39,1
9498,30-49,Investment,Social Media,Facebook,1,Crypto,Medium,100k+,132591.81,1
9499,30-49,Sexual Services,Online Shopping Platform,Carousell,1,Bank Transfer,High,<2k,185.99,1
9500,30-49,E-commerce,Social Media,TikTok,1,Bank Transfer,Low,<2k,462.53,1
9501,30-49,Phishing,Phone Call,Phone,1,Card,Medium,2k-5k,2135.48,1
9502,65+,Insurance Services,Messaging,Other Messaging,1,Bank Transfer,High,10k-50k,37138.63,1
9503,50-64,E-commerce,Social Media,TikTok,1,Bank Transfer,Low,<2k,271.67,1
9504,30-49,E-commerce,Phone Call,Phone,1,Bank Transfer,High,2k-5k,4167.64,1
9505,50-64,Phishing,Social Media,Other Social,0,Bank Transfer,Low,2k-5k,2058.37,1
9506,30-49,Phishing,Messaging,Telegram,1,Card,Medium,5k-10k,6397.51,1
9507,30-49,Phishing,Messaging,Telegram,0,Card,Medium,10k-50k,49140.52,1
9508,20-29,Investment,Social Media,Instagram,1,Bank Transfer,Medium,10k-50k,39525.77,1
9509,65+,Insurance Services,Social Media,TikTok,1,Bank Transfer,Low,10k-50k,20778.85,1
9510,30-49,Phishing,Social Media,Facebook,0,Card,High,5k-10k,6734.09,1
9511,30-49,Investment,Messaging,Telegram,1,Bank Transfer,High,100k+,116898.27,1
9512,20-29,Insurance Services,Social Media,Other Social,1,Bank Transfer,Medium,5k-10k,7024.28,1
9513,30-49,Phishing,Social Media,Facebook,0,Card,Medium,2k-5k,2323.03,1
9514,20-29,Job,Social Media,Facebook,1,Bank Transfer,Low,50k-100k,77658.49,1
9515,30-49,E-commerce,Social Media,Other Social,1,Bank Transfer,Low,<2k,229.19,1
9516,50-64,Fake Friend Call,Email,Email,0,Bank Transfer,Low,100k+,227354.54,1
9517,30-49,E-commerce,Online Shopping Platform,Carousell,1,E-wallet,High,2k-5k,3030.69,1
9518,30-49,E-commerce,Other Website,Website,1,Bank Transfer,Medium,<2k,411.19,1
9519,65+,Phishing,Social Media,Facebook,1,Bank Transfer,Medium,100k+,137949.33,1
9520,50-64,Phishing,Social Media,Facebook,0,Card,Medium,50k-100k,56472.66,1
9521,65+,Phishing,Social Media,Facebook,0,Card,Medium,<2k,938.28,1
9522,65+,Government Impersonation,Messaging,Telegram,1,Bank Transfer,High,2k-5k,4788.44,1
9523,30-49,Others,Phone Call,Phone,1,Bank Transfer,Medium,<2k,1423.79,1
9524,30-49,Phishing,Social Media,Facebook,0,Bank Transfer,Medium,<2k,229.89,1
9525,30-49,Job,Messaging,Facebook Messenger,1,Card,Low,<2k,404.16,1
